current_path,file_type,subsystem,functional_purpose,classification,usage_status,usage_evidence,primary_entrypoint_or_consumer,important_inbound_references,important_outbound_dependencies,related_tests,approx_loc,duplication_overlap_notes,risk_if_changed,confidence_level,proposed_action,proposed_destination,explanatory_notes
backend/database/reports/aisc_v16_baseline_results.md,markdown report,database (AISC v16 reference data),"# AISC v16 baseline results (honest, no Optuna) Test rows: 6512. Candidate generator: `generate_candidates_v3` (limit=25). ML baseline: one default-hyperparameter XGBRanker (`rank:pairwise`, same params as `train_label_ranker_v3.py`'s `BASE_PARAMS`), trained fresh on this dataset's train split -- no Optuna, no promotion. **Candidate-generation recall ceiling on this test set: 0.7204** (this is `top1`-of-a-1-item-check, i.e. true-label-in-candidate-set rate -- no re-ranking baseline below can exceed it) ## Overall | Method | Top-1 | Top-3 | MRR | n |",report/audit,documentation/reference only,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 1 files reference module stem; 0 test file(s) found,backend/scripts/evaluate_v16_baselines.py,backend/scripts/evaluate_v16_baselines.py,none (leaf module or non-internal imports only),none found,91,none identified from docstring/path signals; not exhaustively diffed against siblings,"low-medium — narrow, identifiable consumer set",high (explicit module docstring + reference scan),keep in place,backend/database/reports/aisc_v16_baseline_results.md,
backend/database/reports/aisc_v16_candidate_recall_audit.md,markdown report,database (AISC v16 reference data),"# AISC v16 candidate-generation diagnostic recall (full catalog, single corruptions) `generate_candidates_v3` (limit=25), catalog = `aisc_v16_label_catalog.csv` (3842 entries, 37 families), one corrupted query per (label × single-corruption-family), seed=20260813. **Not the held-out ranking-benchmark ceiling.** This number evaluates the candidate generator alone, against every catalog label, using only single, unchained corruptions, with no train/val/test split and no designation",report/audit,documentation/reference only,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 1 files reference module stem; 0 test file(s) found,backend/scripts/audit_candidate_recall_v16.py,backend/scripts/audit_candidate_recall_v16.py,none (leaf module or non-internal imports only),none found,115,none identified from docstring/path signals; not exhaustively diffed against siblings,"low-medium — narrow, identifiable consumer set",high (explicit module docstring + reference scan),keep in place,backend/database/reports/aisc_v16_candidate_recall_audit.md,
backend/database/reports/aisc_v16_dataset_audit.md,markdown report,database (AISC v16 reference data),# AISC v16 dataset audit (all editions) Source: `aisc-shapes-database-v160h(Database v16.csv` ## A. Raw dataset size - Raw rows: 18879 - Raw columns: 143,report/audit,documentation/reference only,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 1 files reference module stem; 0 test file(s) found,backend/scripts/prepare_aisc_v16_catalog.py,backend/scripts/prepare_aisc_v16_catalog.py,none (leaf module or non-internal imports only),none found,154,none identified from docstring/path signals; not exhaustively diffed against siblings,"low-medium — narrow, identifiable consumer set",high (explicit module docstring + reference scan),keep in place,backend/database/reports/aisc_v16_dataset_audit.md,
backend/database/reports/aisc_v16_feature_ablation.md,markdown report,database (AISC v16 reference data),"# AISC v16 ranker feature-group ablation Train groups: 16781, validation groups: 3547. Metric: group top-1 accuracy (highest-scored candidate in each (query, candidate-set) group is the true label). Each `without_X` row zeroes group X's columns in both train and validation matrices and retrains from scratch -- same architecture/hyperparameters as the `all_features` row, only the information changes. | Condition | Group top-1 accuracy | Delta vs all_features | |---|---|---| | all_features | 0.9439 | -- |",report/audit,documentation/reference only,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 1 files reference module stem; 0 test file(s) found,backend/scripts/ablate_v16_ranker_features.py,backend/scripts/ablate_v16_ranker_features.py,none (leaf module or non-internal imports only),none found,15,none identified from docstring/path signals; not exhaustively diffed against siblings,"low-medium — narrow, identifiable consumer set",high (explicit module docstring + reference scan),keep in place,backend/database/reports/aisc_v16_feature_ablation.md,
backend/database/reports/aisc_v16_missing_labels_reconciliation.md,markdown report,database (AISC v16 reference data),# AISC v16 old-catalog gap reconciliation Old catalog: 2299 labels. New canonical catalog: 3842 entries. Missing from new: 582. ## Reason breakdown | Reason | Count | |---|---|,report/audit,documentation/reference only,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 1 files reference module stem; 0 test file(s) found,backend/scripts/reconcile_old_catalog_gaps.py,backend/scripts/reconcile_old_catalog_gaps.py,none (leaf module or non-internal imports only),none found,49,none identified from docstring/path signals; not exhaustively diffed against siblings,"low-medium — narrow, identifiable consumer set",high (explicit module docstring + reference scan),keep in place,backend/database/reports/aisc_v16_missing_labels_reconciliation.md,
backend/database/reports/aisc_v16_parser_fix_before_after.md,markdown report,database (AISC v16 reference data),"# Parser fix: before vs after Two concrete gaps were fixed in `services/wildcard_matcher.py` (consumed by `services/structural_parser.py`, which imports `_DEPTH_RE`/`_WEIGHT_RE`/ `_FAMILY_PREFIXES` from it directly): ## 1. Decimal HSS/PIPE depth/weight truncation",report/audit,documentation/reference only,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 0 files reference module stem; 0 test file(s) found,n/a (no internal consumer found),none found,none (leaf module or non-internal imports only),none found,78,none identified from docstring/path signals; not exhaustively diffed against siblings,"low, but unverified — no internal references found; confirm before treating as safe to remove",high (explicit module docstring + reference scan),keep in place,backend/database/reports/aisc_v16_parser_fix_before_after.md,"No inbound reference or test found by stem-based scan across backend/. Could be entrypoint-only (loaded via app.py path), dynamically imported, or genuinely orphaned -- verify with an import-graph tool before deleting."
backend/database/reports/aisc_v16_phase1_feature_freeze.md,markdown report,database (AISC v16 reference data),"# Phase 1: feature-set freeze decision (validation only) Train groups: 16781, validation groups: 3547. Metric: group top-1 accuracy. Test split not used. | Config | Val Top-1 | Delta vs A | Modern Top-1 | Historical Top-1 | |---|---|---|---|---| | A_all_features | 0.9278 | +0.0000 | 0.9272 | 0.9328 |",report/audit,documentation/reference only,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 1 files reference module stem; 0 test file(s) found,backend/scripts/phase1_feature_freeze.py,backend/scripts/phase1_feature_freeze.py,none (leaf module or non-internal imports only),none found,9,none identified from docstring/path signals; not exhaustively diffed against siblings,"low-medium — narrow, identifiable consumer set",high (explicit module docstring + reference scan),keep in place,backend/database/reports/aisc_v16_phase1_feature_freeze.md,
backend/database/reports/aisc_v16_training_scale_estimate.md,markdown report,database (AISC v16 reference data),"# AISC v16 training scale estimate Measured from the actual controlled run (`generate_label_corruption_dataset_v16.py`, seed=20260813), not a projection -- these are the real produced counts. | Quantity | Value | |---|---|",report/audit,documentation/reference only,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 0 files reference module stem; 0 test file(s) found,n/a (no internal consumer found),none found,none (leaf module or non-internal imports only),none found,71,none identified from docstring/path signals; not exhaustively diffed against siblings,"low, but unverified — no internal references found; confirm before treating as safe to remove",high (explicit module docstring + reference scan),keep in place,backend/database/reports/aisc_v16_training_scale_estimate.md,"No inbound reference or test found by stem-based scan across backend/. Could be entrypoint-only (loaded via app.py path), dynamically imported, or genuinely orphaned -- verify with an import-graph tool before deleting."
backend/ghx_real_drawings_phase0d_evidence.json,json data,point-in-time experiment evidence,Raw evidence/metrics backing GHX_REAL_DRAWINGS_EXPERIMENT.md,report/audit,historical/archive only,Referenced by backend/GHX_REAL_DRAWINGS_EXPERIMENT.md,backend/GHX_REAL_DRAWINGS_EXPERIMENT.md,,,none found,67,,low,high,archive,docs/geometry_graph_audit/ or alongside GHX_REAL_DRAWINGS_EXPERIMENT.md if moved,
backend/pyrightconfig.json,config,developer tooling config,Pyright/type-checker configuration for the backend,developer tooling,used by developer tooling,standard pyright config file discovered by editors/CI running pyright,pyright (IDE/CLI type checker),,,none found,13,,low,high,keep in place,,
backend/reports/broadened_xgb_ranker_benchmark.md,markdown,point-in-time ranker benchmark report,Benchmark report for the broadened (v4) XGBoost label ranker vs. prior versions,report/audit,historical/archive only,"Referenced by backend/training/models/label_reconstruction/registry.json and its 20260913 manifests, and by train_label_ranker_v4_broadened.py","backend/training/models/label_reconstruction/registry.json, manifests","backend/scripts/train_label_ranker.py, train_label_ranker_v3.py, generate_label_reconstruction_broadened.py, generate_label_reconstruction_production_aligned.py, train_label_ranker_v4_broadened.py",,none found,259,Only report/audit doc under backend/reports/ in scope; ties together the v1/v3/v4 ranker script family,low,high,keep but document,"docs/ (documentation-reorg phase, or keep given active registry cross-reference)","Actively cross-referenced by the CURRENT active label_reconstruction registry version (20260913_230531), unlike the A1/A6/ACCURACY_TRACK cluster — less clearly stale"
backend/requirements-dev.txt,config,build/deployment config (Python deps),Development-only Python dependencies,build/deployment,used at build time,standard pip requirements file,pip install -r backend/requirements-dev.txt (dev/CI setup),requirements.txt (base),none found,,1,,low,high,keep in place,,
backend/requirements.txt,config,build/deployment config (Python deps),Production Python dependencies for the FastAPI backend,build/deployment,used at build time,standard pip requirements file; used by Dockerfile and README setup instructions,pip install -r backend/requirements.txt; backend/Dockerfile,none found,,,34,,HIGH (pins production runtime dependencies),high,keep in place,,
backend/routers/analysis.py,python module,routers (HTTP transport),"Analysis router Exposes the AI Dynamic Regex engine directly (without a PDF), plus read access to the self-learning knowledge base and aggregate statistics. Endpoints POST /analyze          : analyze a single token",API/route,actively used at runtime,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 35 files reference module stem; 5 test file(s) found,backend/app.py,backend/app.py; backend/config.py; backend/routers/documents.py; backend/routers/engineering.py; backend/routers/takeoff.py,services.dynamic_regex_service; services.regex_knowledge_base,test_graph_feature_resolution.py; test_human_review_selection_api.py; test_label_reconstruction_not_wired_into_production.py; test_legend_profile.py; test_ml_association_not_wired_into_production.py,73,none identified from docstring/path signals; not exhaustively diffed against siblings,medium-high — many internal consumers,high (explicit module docstring + reference scan),keep in place,backend/routers/analysis.py,
backend/routers/documents.py,python module,routers (HTTP transport),Staged document workflow API.,API/route,actively used at runtime,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 32 files reference module stem; 10 test file(s) found,backend/app.py,backend/app.py; backend/config.py; backend/routers/semantic.py; backend/routers/upload.py; backend/scripts/emit_drawing_semantics.py,config; services.artifact_store; services.document_registry; services.stage_runner; services.staged_pipeline; services.upload_service,test_documents_api.py; test_graph_feature_provider_concurrency.py; test_human_review_selection_api.py; test_label_reconstruction_not_wired_into_production.py; test_ml_association_not_wired_into_production.py; test_pdf_rotation_coordinates.py; test_project_rule_resolver.py; test_semantic_api.py; test_semantic_api_repair_review.py; test_semantic_corrected_pdf.py,175,none identified from docstring/path signals; not exhaustively diffed against siblings,medium-high — many internal consumers,high (explicit module docstring + reference scan),keep in place,backend/routers/documents.py,
backend/routers/engineering.py,python module,routers (HTTP transport),Engineering Validation & Takeoff API Additive router. Does not replace /upload or existing learning endpoints.,API/route,actively used at runtime,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 129 files reference module stem; 0 test file(s) found,backend/app.py,backend/app.py; backend/config.py; backend/routers/learning.py; backend/scripts/evaluate_graph_v2.py; backend/scripts/evaluate_member_geometry.py,config; services.annotation.edge_cases; services.annotation.normalize; services.artifact_store; services.dataset_manager; services.document_registry; services.engineering.correction_dataset; services.engineering.excel_loader,none found,462,none identified from docstring/path signals; not exhaustively diffed against siblings,"high — very broad internal fan-in, effectively a shared contract/utility",high (explicit module docstring + reference scan),keep in place,backend/routers/engineering.py,
backend/routers/learning.py,python module,routers (HTTP transport),Learning / human-in-the-loop router,API/route,actively used at runtime,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 25 files reference module stem; 3 test file(s) found,backend/app.py,backend/app.py; backend/config.py; backend/routers/analysis.py; backend/routers/engineering.py; backend/routers/takeoff.py,config; services.data_quality; services.dataset_manager; services.engineering.correction_dataset; services.entity_diagnostics; services.entity_taxonomy; services.model_predictor; services.model_versioning,test_continuous_learning_pipeline.py; test_hss_missing_thickness_review.py; test_self_learning_safety.py,504,none identified from docstring/path signals; not exhaustively diffed against siblings,medium-high — many internal consumers,high (explicit module docstring + reference scan),keep in place,backend/routers/learning.py,
backend/routers/semantic.py,python module,routers (HTTP transport),Semantic preprocessor API -- upstream text semantics for a document. Thin HTTP transport only; all logic lives in ``services.semantic_document_service`` / ``services.semantic_preprocessor``.,API/route,actively used at runtime,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 59 files reference module stem; 0 test file(s) found,backend/app.py,backend/app.py; backend/scripts/evaluate_first_run.py; backend/scripts/generate_demo_semantic_fixture.py; backend/scripts/measure_route_association_shadow.py; backend/scripts/phase_d1_orientation_forensics.py,services.document_registry; services.semantic.corrected_pdf; services.semantic_document_service,none found,194,none identified from docstring/path signals; not exhaustively diffed against siblings,medium-high — many internal consumers,high (explicit module docstring + reference scan),keep in place,backend/routers/semantic.py,
backend/routers/takeoff.py,python module,routers (HTTP transport),"Takeoff Platform API Paired PDF+Excel dataset building, takeoff validation, and Excel export. Keeps existing upload / learning APIs intact.",API/route,actively used at runtime,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 76 files reference module stem; 0 test file(s) found,backend/app.py,backend/app.py; backend/config.py; backend/routers/engineering.py; backend/scripts/evaluate_first_run.py; backend/scripts/measure_route_association_shadow.py,config; services.artifact_store; services.document_registry; services.takeoff.paired_dataset_builder; services.takeoff.quantity_scoreboard; services.takeoff.takeoff_exporter; services.takeoff.takeoff_validation; services.upload_service,none found,162,none identified from docstring/path signals; not exhaustively diffed against siblings,"high — very broad internal fan-in, effectively a shared contract/utility",high (explicit module docstring + reference scan),keep in place,backend/routers/takeoff.py,
backend/routers/upload.py,python module,routers (HTTP transport),Backward-compatible upload-only endpoint.,API/route,actively used at runtime,textual reference scan across backend/ (excl. venv/__pycache__/uploads): 16 files reference module stem; 4 test file(s) found,backend/app.py,backend/app.py; backend/config.py; backend/routers/engineering.py; backend/routers/takeoff.py; backend/scripts/validate_demo_correction_flow.py,config; services.document_registry; services.upload_service,test_human_review_selection_api.py; test_semantic_corrected_pdf.py; test_semantic_damage_manifests.py; test_takeoff_platform.py,55,Self-declared compatibility/adapter layer over a canonical implementation elsewhere — see docstring.,medium — several internal consumers,high (explicit module docstring + reference scan),keep in place,backend/routers/upload.py,
backend/scripts/ablate_v16_ranker_features.py,python script,ML training/evaluation & audit tooling (backend/scripts),Ablation study over v16 candidate-ranker feature set to measure per-feature contribution,training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-08-17 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`",no inbound doc/code references found,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,215,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/analyze_frozen_test_rows.py,python script,ML training/evaluation & audit tooling (backend/scripts),Inspect/diagnose rows in the frozen held-out test split for the label ranker,training/ML,operational/manual script,"referenced by .claude/rules/ml.md, .claude/skills/ml-audit/SKILL.md","CLI: manual invocation, `python backend/scripts/<name>.py`","docs: .claude/rules/ml.md, .claude/skills/ml-audit/SKILL.md","services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,151,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/audit_candidate_recall_v16.py,python script,ML training/evaluation & audit tooling (backend/scripts),Audit candidate-generation recall ceiling for the v16 ranker (ml-audit workflow),training/ML,operational/manual script,"referenced by .claude/agents/ml-auditor.md, .claude/rules/ml.md, .claude/skills/ml-audit/SKILL.md, .claude/skills/test-select/SKILL.md","CLI: manual invocation, `python backend/scripts/<name>.py`","docs: .claude/agents/ml-auditor.md, .claude/rules/ml.md, .claude/skills/ml-audit/SKILL.md, .claude/skills/test-select/SKILL.md","services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,132,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/audit_normalize_false_corrections.py,python script,ML training/evaluation & audit tooling (backend/scripts),Audit false-positive engineering-correction normalizations against A4 gold,training/ML,operational/manual script,referenced by backend/ACCURACY_TRACK_A1_A8_STATUS.md,"CLI: manual invocation, `python backend/scripts/<name>.py`",docs: backend/ACCURACY_TRACK_A1_A8_STATUS.md,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,89,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/benchmark_label_reconstruction_baselines.py,python script,ML training/evaluation & audit tooling (backend/scripts),Compute baseline (non-ML) label-reconstruction accuracy for comparison against the ranker,training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-08-10 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`","imported BY scripts.evaluate_label_ranker, scripts.paired_compare_rankers","services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,294,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/build_ml_association_review_kit.py,python script,ML training/evaluation & audit tooling (backend/scripts),Build the human-review export kit for the shadow ml_association package,training/ML,operational/manual script,"referenced by docs/ml_association_phase/human_review_protocol.md, human_review_status.md, docs/validation/phase3_gold_set_report.md, phase3_human_review_audit.md","CLI: manual invocation, `python backend/scripts/<name>.py`","docs: docs/ml_association_phase/human_review_protocol.md, human_review_status.md, docs/validation/phase3_gold_set_report.md, phase3_human_review_audit.md","services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,332,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/build_pairwise_dataset_v3.py,python script,ML training/evaluation & audit tooling (backend/scripts),Construct the pairwise training dataset (v3) for the label ranker,training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-08-31 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`",no inbound doc/code references found,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,199,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/build_semantic_damage_test_pdfs.py,python script,ML training/evaluation & audit tooling (backend/scripts),Generate synthetic 'damaged' test PDFs for semantic-review regression coverage,training/ML,operational/manual script,referenced by validation/semantic_test_pdfs/README.md,"CLI: manual invocation, `python backend/scripts/<name>.py`",docs: validation/semantic_test_pdfs/README.md,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,483,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/compare_label_ranker_shadow.py,python script,ML training/evaluation & audit tooling (backend/scripts),Compare shadow-mode label ranker output against production baseline,training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-08-10 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`",no inbound doc/code references found,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,69,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/compare_label_ranker_st_cached.py,python script,ML training/evaluation & audit tooling (backend/scripts),Compare label ranker variants using cached sentence-transformer embeddings,training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-09-09 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`",no inbound doc/code references found,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,241,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/diagnose_val_test_gap.py,python script,ML training/evaluation & audit tooling (backend/scripts),Diagnose validation-vs-test metric gap for ranker experiments (ml-audit workflow),training/ML,operational/manual script,"referenced by .claude/rules/ml.md, .claude/skills/ml-audit/SKILL.md","CLI: manual invocation, `python backend/scripts/<name>.py`","docs: .claude/rules/ml.md, .claude/skills/ml-audit/SKILL.md","services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,131,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/emit_drawing_semantics.py,python script,ML training/evaluation & audit tooling (backend/scripts),Emit deterministic drawing-semantics summaries for audit review,training/ML,operational/manual script,referenced by backend/ACCURACY_TRACK_A1_A8_STATUS.md,"CLI: manual invocation, `python backend/scripts/<name>.py`",docs: backend/ACCURACY_TRACK_A1_A8_STATUS.md,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,90,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/evaluate_broadened_ranker.py,python script,ML training/evaluation & audit tooling (backend/scripts),Evaluate the broadened (v4) label ranker against held-out data,training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-09-14 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`",no inbound doc/code references found,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,258,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/evaluate_first_run.py,python script,ML training/evaluation & audit tooling (backend/scripts),First-pass evaluation harness producing predictions_view.json under eval_cache_backups,training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-09-13 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`","imported BY scripts.recompute_june_phase3_metrics, scripts.run_june_phase3_validation","services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,269,"chained pipeline stage: evaluate_first_run -> run_june_phase3_validation -> recompute_june_phase3_metrics (not duplicates, sequential stages)",low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/evaluate_graph_v2.py,python script,ML training/evaluation & audit tooling (backend/scripts),Evaluate structural graph V2 (member nodes/connectivity) — Phase C shadow work,training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-09-13 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`",no inbound doc/code references found,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,1055,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/evaluate_label_ranker.py,python script,ML training/evaluation & audit tooling (backend/scripts),Evaluate label ranker against benchmark baselines,training/ML,operational/manual script,referenced by .claude/skills/test-select/SKILL.md,"CLI: manual invocation, `python backend/scripts/<name>.py`",docs: .claude/skills/test-select/SKILL.md; imported BY: none; imports FROM scripts.benchmark_label_reconstruction_baselines,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,115,"superseded in practice by evaluate_label_ranker_production_aligned / evaluate_label_ranker_shadow_real_docs (newer, more specific eval scripts); kept for benchmark comparison",low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/evaluate_label_ranker_production_aligned.py,python script,ML training/evaluation & audit tooling (backend/scripts),Evaluate label ranker using a production-aligned candidate/feature pipeline,training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-08-28 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`",no inbound doc/code references found,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,195,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/evaluate_label_ranker_shadow_real_docs.py,python script,ML training/evaluation & audit tooling (backend/scripts),Evaluate label ranker shadow mode against real uploaded documents,training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-08-31 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`",no inbound doc/code references found,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,415,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/evaluate_member_geometry.py,python script,ML training/evaluation & audit tooling (backend/scripts),Evaluate member-geometry (physical member instance) reconstruction accuracy,training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-09-13 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`",no inbound doc/code references found,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,215,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/evaluate_pipeline.py,python script,ML training/evaluation & audit tooling (backend/scripts),End-to-end pipeline evaluation harness referenced by ml.md / ml-audit skill,training/ML,operational/manual script,"referenced by .claude/rules/ml.md, .claude/skills/ml-audit/SKILL.md, .claude/skills/test-select/SKILL.md, docs/accuracy_work/phase1_correctness_report.md, docs/geometry_graph_audit/05_testing_metrics_audit.md, 09_open_questions.md, docs/ml_association_phase/project_split_policy.md, docs/validation/phase1_association_report.md","CLI: manual invocation, `python backend/scripts/<name>.py`","docs: .claude/rules/ml.md, .claude/skills/ml-audit/SKILL.md, .claude/skills/test-select/SKILL.md, docs/accuracy_work/phase1_correctness_report.md, docs/geometry_graph_audit/05_testing_metrics_audit.md, 09_open_questions.md, docs/ml_association_phase/project_split_policy.md, docs/validation/phase1_association_report.md","services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,472,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/evaluate_v16_baselines.py,python script,ML training/evaluation & audit tooling (backend/scripts),Evaluate non-ML baselines for the v16 ranker experiment track,training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-08-17 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`",no inbound doc/code references found,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,296,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/feature_flags_status.py,python script,ML training/evaluation & audit tooling (backend/scripts),Print current state of ML/feature feature-flags (e.g. LEARNED_FUSION_ENABLED),training/ML,operational/manual script,no doc/README/test reference found; git log last touched 2026-09-09 (part of active Aug-Sep 2026 ML audit sprint per user memory) -> not stale,"CLI: manual invocation, `python backend/scripts/<name>.py`",no inbound doc/code references found,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,129,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
backend/scripts/finalize_a2_human_review.py,python script,ML training/evaluation & audit tooling (backend/scripts),Finalize/aggregate A2 human-review batch results into gold set,training/ML,operational/manual script,referenced by backend/validation_reports/human_review/README.md,"CLI: manual invocation, `python backend/scripts/<name>.py`",docs: backend/validation_reports/human_review/README.md,"services.* (varies by script; dataset builders, ranker/model code, config.settings)",none found,53,,low (offline/manual tooling; no production service imports backend/scripts/),"medium (classified by filename/docstring/import graph, not full read)",keep in place,backend/scripts/ (no change),
